22089000,22089000 - OUTRAS BEBIDAS ESPIRITUOSAS (ALCOÓLICAS),Art. 5º da Lei nº 9.718/98,Apenas: Ex 01 - Álcool etílico,112,1. Grupo 100 – Combustíveis e Álcool: ,,,
27101259,27101259 - OUTRAS GASOLINAS,Art. 4º da Lei nº 9.718/98,,101,1. Grupo 100 – Combustíveis e Álcool: ,,,
27101911,27101911 - QUEROSENE DE AVIAÇÃO, Art. 2º da Lei nº 10.560/02,,104,1. Grupo 100 – Combustíveis e Álcool: ,,,
27101921,27101921 - #GASÓLEO# (ÓLEO DIESEL),Art. 4º da Lei nº 9.718/98,,102,1. Grupo 100 – Combustíveis e Álcool: ,,,
27111910,27111910 - GÁS LIQUEFEITO DE PETRÓLEO (GLP),Art. 4º da Lei nº 9.718/98,,103,1. Grupo 100 – Combustíveis e Álcool: ,,,
30012010,30012010 - EXTRATO DE FÍGADOS,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30012090,"30012090 - OUTROS EXTRATOS D/GLÂNDULAS,OUTS.ÓRGÃOS","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30019010,30019010 - HEPARINA E SEUS SAIS,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30019020,30019020 - PEDAÇOS DE PERICÁRDIO D/ORIG.BOVINA OU SUÍNA,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30019031,"30019031 - FÍGADOS DESSECADOS, MESMO EM PÓ","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30019039,"30019039 - OUTRAS GLÂNDULAS E ÓRGÃOS, MESMO EM PÓ","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30019090,30019090 - OUTS.SUBST.HUM.OU ANIM.P/FINS TERAP.PROF.,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30021011,30021011 - SOROS ANTIOFÍDICOS E OUTROS ANTIVENENOSOS,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30021012,30021012 - SORO ANTITETÂNICO,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30021013,30021013 - SORO ANTICATARRAL,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30021014,30021014 - SORO ANTIPIOGÊNICO,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30021015,30021015 - SORO ANTIDIFTÉRICO,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30021016,30021016 - SOROS POLIVALENTES,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30021019,"30021019 - OUTS.SOROS ESPEC.DE ANIMAIS,PESSOAS IMUNIZ.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30021022,30021022 - IMUNOGLOBULINA ANTI-RH,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30021023,30021023 - OUTRAS IMUNOGLOBULINAS SÉRICAS,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30021024,30021024 - CONCENTRADO DE FATOR VIII,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30021025,"30021025 - SOROALBUMINA,EM FORMA D/GEL,P/PREP.D/REAGS.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30021026,30021026 - ANTICORPOS MONOCLS.EM SOL. TAMPÃO C/ALB.BOV.,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30021029,30021029 - OUTROS,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30021031,30021031 - SOROALBUMINA EXCETO A HUMANA,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30021032,30021032 - PLASMINA (FIBRINOLISINA),"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30021033,30021033 - UROQUINASE,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30021034,30021034 - IMUNOGLOBULINA E CLORIDRATO DE HISTAM.ASSOC.,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30021035,"30021035 - IMUNOGLOBULINA G, LIOFILIZADA OU EM SOLUÇÃO","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30021036,30021036 - INTERFERON BETA, PEG INTERFERON ALFA-2-A,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,
30021037,30021037 - SOROALBUMINA HUMANA,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30021038,30021038 - BASILIXIMAB(DCI), BEVACIZUMAB(DCI), DACLIZUMAB(DCI),...,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: 
30021039,30021039 - OUTROS,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30022011,"30022011 - VACINAS P/GRIPE, Ñ/DOSES, Ñ VENDA A RETALHO","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30022012,"30022012 - VACINAS P/POLIOMIEL.Ñ DOSES,Ñ VENDA RETALHO","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30022013,"30022013 - VACINAS P/HEPATITE B Ñ DOSES,Ñ VENDA RETALHO","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30022014,"30022014 - VACINAS P/SARAMPO, Ñ DOSES,Ñ VENDA RETALHO","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30022015,"30022015 - VACINAS P/MENINGITE Ñ DOSES,Ñ VENDA RETALHO","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30022016,"30022016 - VACINAS P/RUB.SAR.CAX.Ñ DOSES,Ñ VENDA RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30022017,"30022017 - OUTS.VACINAS TRÍPLICES,Ñ DOSES,Ñ VENDA RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30022018,"30022018 - VAC.ANTICATARRAL ANTIP.,Ñ DOSES.,Ñ VENDA RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30022019,"30022019 - OUTS.VAC.P/MED.HUM.,Ñ DOSES,Ñ VENDA RETAHO","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30022021,"30022021 - VACINAS P/GRIPE, EM DOSES, P/VENDA RETALHO","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30022022,"30022022 - VACINAS P/POLIOMIELITE,EM DOSES,P/VENDA RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30022023,"30022023 - VACINAS P/HEPATITE B,EM DOSES,P/VENDA RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30022024,"30022024 - VACINAS P/SARAMPO,EM DOSES,P/VENDA RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30022025,"30022025 - VACINAS P/MENINGITE,EM DOSES,P/VENDA RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30022026,"30022026 - VACINAS P/RUB.SAR.CAX.EM DOSES, P/VENDA RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30022027,"30022027 - OUTS VACINAS TRÍPLICES, EM DOSES,P/VENDA RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30022028,"30022028 - VACINAS ANTICATARR. ANTIP., DOSES, VENDA RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30022029,"30022029 - OUTS.VAC.P/MED.HUM., EM DOSES, P/VENDA RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30029020,30029020 - ANTITOXINAS DE ORIGEM MICROBIANA,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30029092,30029092 - OUTS.CULT.MICR.E PROD.SEMEL.P/SAÚDE HUMANA,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30029099,30029099 - OUTS.CULTURAS D/MICR.PRODUTOS SEMELHANTES,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30031011,"30031011 - MED. C/AMPICILINA, SAIS, Ñ DOSES, Ñ RETALHOS","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30031012,"30031012 - MED. C/AMOXICILINA, SAIS, Ñ DOSES, Ñ RETALHOS","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30031013,"30031013 - MED. C/PENICILINA G BENZATÍNICA, Ñ DOSES, Ñ RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30031014,"30031014 - MED. C/PENICILINA G POTÁSSICA, Ñ DOSES ,Ñ RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30031015,"30031015 - MED. C/PENICILINA G PROCAÍNICA,Ñ DOSES,Ñ RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30031019,"30031019 - OUTROS MED.C/PENICILINA E DERIV.Ñ DOSES,Ñ RET","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30031020,"30031020 - MED. C/ESTREPTOMICINAS E DER.Ñ DOSES,Ñ RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032011,"30032011 - MED.C/CLORANFENICOL.PALM.,ETC.Ñ DOSES,Ñ RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032019,"30032019 - OUTS.MED.C/ANFENICÓIS(ANTIBIÓTICOS),SEUS DER.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032021,"30032021 - MED. C/ERITROMICINA OU SEUS SAIS Ñ DOS.,Ñ RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032029,30032029 - OUTS.MED.C/MACROLÍDIOS OU S/DER. Ñ DOS./RET.,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032031,"30032031 - MED. C/RIFAMICINA SV SÓDICA, Ñ DOSES,Ñ RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032032,"30032032 - MED. C/RIFAMPICINA, Ñ DOSES, Ñ RETALHO","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032039,"30032039 - OUTS.MED.C/ANSAMICINAS E DER. Ñ DOSES, Ñ RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032041,"30032041 - MED. C/CLORIDRATO D/LINCOMICINA Ñ DOS.,Ñ RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032049,"30032049 - OUTS.MED.C/LINCOSAMIDAS, DER. Ñ DOSES, Ñ RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032051,"30032051 - MED.C/CEFALOTINA SÓDICA, Ñ DOSES, Ñ RETALHOS","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032052,"30032052 - MED.C/CEFACLOR/CEFALEXINA, Ñ DOSES, Ñ RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032059,30032059 - MED.C/OUTS CEFALOSPORINAS/CEFAM.Ñ DOS./RET.,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032061,"30032061 - MED.C/SULFATO D/GENTAMICINA, Ñ DOSES, Ñ RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032062,30032062 - DAUNORUBICINA,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032063,"30032063 - MED.CONT.PIRARUBICINA,IDARUBICINA, EXC.DOSES","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032069,"30032069 - OUTS.MED.C/AMINOGLUCOSÍDIOS.DER.Ñ DOS,Ñ RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032071,"30032071 - MED. C/VANCOMICINA, Ñ DOSES, Ñ RETALHOS","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032072,30032072 - ACTINOMICINAS,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032073,30032073 - MED.CONT. CILOSPORINA A Ñ DOSES Ñ RETALHO,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032079,"30032079 - OUTS.MED.C/POLIPEPTÍDIOS DERIV.Ñ DOSES,Ñ RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032091,"30032091 - OUTS.MED.C/ANTIBIOT.MITOMICINA Ñ DOSES, Ñ RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032092,30032092 - OUTS.MED.C/ANTIB.FUMARATO D/TIAMULINA Ñ/D/R,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032093,"30032093 - MED. C/BLEOMICINAS, DER. Ñ DOSES, Ñ RETALHOS","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032094,"30032094 - MED. C/IMIPENEM, Ñ DOSES, Ñ RETALHOS","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032095,"30032095 - MEDS.C/ANFOTER.B EM LIPOSSOMAS,Ñ DOSES,Ñ RETS.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30032099,"30032099 - OUTS.MEDIC.C/OUTS.ANTIBIÓTICOS, Ñ DOSES,Ñ RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033100,"30033100 - MED.C/INSULINA, Ñ DOSES, Ñ RETALHO","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033911,30033911 - MED.C/HORM.CRESC.(SOMATOTROPINA)Ñ DOS./RET.,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033912,30033912 - MED.GONADOTROPINA CORIÔNICA (HCG) Ñ DOSES/RETALHOS,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033913,"30033913 - MED.C/MENOTROPINAS, Ñ DOSES, Ñ RETALHOS","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033914,"30033914 - MED.CORTICOTROPINA (ACTH) Ñ DOSES, Ñ RETALHOS","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033915,30033915 - MED.GONADOTROPINA SÉRICA (PMSG) Ñ DOSES,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033916,"30033916 - MED.C/SOMATOSTATINA/SAIS,Ñ DOSES,Ñ RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033917,"30033917 - MED.C/BUSERELINA/SEU ACETATO,Ñ DOSES,Ñ RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033918,"30033918 - MED.C/TRIPTORELINA/SEUS SAIS, Ñ DOSES, Ñ RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033919,30033919 - LEUPROLIDA OU SEU ACETATO,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033921,30033921 - MED.C/LH-RH(GONADORELINA)Ñ DOSES/RETALHOS,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033922,"30033922 - MED.C/OXITOCINA, Ñ DOSES, Ñ RETALHOS","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033923,"30033923 - MED.C/ SAIS D/INSULINA, Ñ DOSES, Ñ RETALHOS","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033924,"30033924 - MED.C/ TIMOSINAS, Ñ DOSES, Ñ RETALHOS","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033925,"30033925 - MEDICAMENTO C/OCTREOTIDA,EXC.EM DOSES/RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033926,"30033926 - MEDICAMENTO C/GOSERELINA,EXC.EM DOSES/RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033927,"30033927 - MED.C/NAFARELINA OU SEU ACET.Ñ DOSES,Ñ RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033929,"30033929 - MED.C/OUTS.HORMS.POLIPEPTÍDICOS,Ñ DOS./RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033931,"30033931 - MED.C/HEMISSUC.D/ESTRADIOL,Ñ DOS./RETALHOS","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033932,"30033932 - MED.C/FEMPROP.D/ESTRADIOL, Ñ DOSES, Ñ RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033933,"30033933 - MED.C/ESTRIOL/SUCCINATO, Ñ DOSES, Ñ RETALHOS","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033934,"30033934 - MED.C/ALILESTRENOL, Ñ DOSES, Ñ RETALHOS","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033935,"30033935 - MED.C/LINESTRENOL, Ñ DOSES, Ñ RETALHOS","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033936,30033936 - ACETATO DE MEGESTROL, FORMESTANO,"Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,
30033937,"30033937 - MED.C/DESOGESTREL, Ñ DOSES, Ñ RETALHOS","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
30033939,"30033939 - MED.C/OUTS.ESTROGÊNIOS/PROGS., Ñ DOSES/RET.","Inciso I, “a”, do art. 1º da Lei nº 10.147/00",,201,2. Grupo 200 – Medicamentos e Artigos de Perfumaria: ,,,
